------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200818
Start Time 14:24:00
Start Date 10/4/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 14:26:03
Download Date 10/4/2023
Current Memory Address: 0
Current Battery Voltage: 4.15     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.066,0.109,1.031
0.066,0.098,1.043
0.063,0.074,1.063
0.063,0.055,1.063
0.055,0.043,1.066
0.059,0.047,1.066
0.059,0.055,1.051
0.059,0.055,1.031
0.07,0.055,1.055
0.086,0.055,1.066
0.094,0.047,1.066
0.098,0.039,1.047
0.09,0.043,1.043
0.105,0.039,1.043
0.121,0.043,1.027
0.125,0.059,1.027
0.129,0.074,1.031
0.121,0.078,1.039
0.113,0.074,1.047
0.105,0.066,1.047
0.098,0.051,1.039
0.094,0.051,1.035
0.098,0.047,1.035
0.098,0.055,1.047
0.098,0.055,1.039
0.102,0.043,1.051
0.102,0.043,1.066
0.102,0.027,1.051
0.098,0.016,1.055
0.094,0.012,1.055
0.09,0.023,1.066
0.094,0.035,1.051
0.125,0.039,1.043
0.094,-0.047,0.996
0.063,0.039,1.082
0.051,0.066,1.07
0.094,0.023,0.992
0.133,0.219,1.133
0.094,0.285,1.215
0.063,0.102,0.941
0.059,0.023,0.82
0.07,0.027,0.945
0.105,0.125,1.117
0.098,0.16,1.117
-0.074,-0.121,0.977
-0.168,-0.344,0.902
-0.035,-0.242,1.125
0.082,-0.066,1.156
0.164,0.063,1.137
0.203,0.086,1.098
0.219,0.133,1.082
0.266,0.199,1.105
0.32,0.184,1.164
0.41,0.117,1.293
0.469,0,1.535
0.449,-0.223,1.742
0.375,-0.508,1.641
0.32,-0.75,1.496
0.281,-0.949,1.352
0.145,-1.246,1.27
-0.043,-1.52,1.156
-0.129,-1.531,1.051
-0.266,-1.359,0.918
-0.34,-0.914,0.727
-0.383,-0.418,0.5
-0.41,-0.051,0.332
-0.395,0.227,0.23
-0.348,0.363,0.281
-0.246,0.516,0.336
-0.094,0.758,0.523
0.051,0.828,0.742
0.117,0.711,0.953
0.125,0.555,1.008
0.066,0.469,1.027
0.012,0.469,1
0.012,0.512,1.016
0.031,0.523,1.008
0.02,0.535,1.07
0.004,0.551,1.129
0.031,0.531,1.215
0.031,0.434,1.227
-0.031,0.281,1.156
-0.102,0.145,1.125
-0.172,0.051,1.117
-0.258,0.059,1.055
-0.281,0.164,1.039
-0.238,0.316,1.086
-0.172,0.418,1.164
-0.086,0.418,1.277
-0.008,0.305,1.383
0.055,-0.031,1.527
0.102,-0.27,1.602
0.043,-0.133,1.402
-0.113,-0.063,1.195
-0.246,-0.219,1.047
-0.156,-0.145,1.051
-0.066,0.039,1.094
-0.051,0.051,1.105
-0.008,-0.023,1.078
0.023,-0.012,1.055
0.043,0.02,1.035
0.078,0.094,1.027
0.078,0.074,1.047
0.074,0.027,1.055
0.055,-0.039,1.066
0.043,-0.047,1.059
0.023,-0.039,1.02
0.004,-0.02,0.887
0.246,-0.035,1.602
0.203,0.02,1.145
0.07,-0.047,0.965
0.027,-0.098,1.031
-0.004,-0.051,1.039
0.004,-0.023,1.051
0.004,-0.012,1.055
0.004,-0.012,1.055
0.004,-0.016,1.063
0.008,-0.012,1.066
0.004,-0.008,1.063
0,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.012,1.055
0.008,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.016,1.055
0.008,-0.012,1.055
0.012,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.016,1.055
0.008,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.012,1.059
0.012,-0.016,1.051
0.016,-0.016,1.055
0.016,-0.012,1.055
0.008,-0.016,1.055
0.008,-0.012,1.059
0.012,-0.016,1.059
0.008,-0.016,1.063
0.004,-0.012,1.066
0.012,-0.004,1.063
0.008,-0.012,1.059
0,-0.008,1.063
0.004,-0.008,1.063
0,-0.008,1.059
0.004,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.02,1.055
0.004,-0.02,1.055
0.008,-0.016,1.055
0.008,-0.016,1.059
0.008,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.016,1.059
0.012,-0.016,1.059
0.008,-0.012,1.055
0.004,-0.012,1.055
0.008,-0.012,1.055
0.012,-0.008,1.059
-0.004,-0.004,1.063
0,-0.012,1.047
0,-0.016,1.055
0,-0.02,1.055
0.004,-0.02,1.059
0.012,-0.012,1.055
0.008,-0.012,1.055
0.004,-0.008,1.059
0.004,-0.012,1.059
0.008,-0.016,1.055
0.012,-0.012,1.055
0.016,-0.012,1.059
0.008,-0.008,1.059
0.004,-0.008,1.055
0.008,-0.008,1.059
0.016,-0.008,1.055
0.004,-0.008,1.043
0.008,-0.008,1.066
0.012,-0.008,1.078
0.008,-0.012,1.063
0.008,-0.008,1.047
0.012,-0.004,1.063
0.008,-0.016,1.07
0.012,-0.012,1.059
0.008,-0.016,1.047
0.004,-0.012,1.047
0.004,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.016,1.059
0.012,-0.016,1.047
0.012,-0.016,1.066
0.008,-0.012,1.074
0.008,-0.008,1.055
0.012,-0.012,1.051
0.012,-0.008,1.059
0.012,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.008,1.055
0.008,-0.008,1.051
0.012,-0.016,1.059
0.012,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.012,1.059
0.035,-0.008,1.063
0.316,-0.035,1.047
0.223,0.039,1.055
0.004,0.012,1.063
-0.125,-0.016,1.066
-0.18,-0.039,1.066
-0.133,-0.039,1.063
-0.055,-0.027,1.055
-0.016,-0.016,1.051
-0.004,-0.012,1.059
-0.004,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.008,1.055
0.008,-0.012,1.055
0.012,-0.008,1.063
0.008,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.008,1.059
0.008,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.012,-0.016,1.059
0.008,-0.016,1.055
0.004,-0.012,1.051
0.008,-0.016,1.051
0.004,-0.016,1.059
0.004,-0.012,1.063
0.008,-0.012,1.066
0,-0.02,1.059
0,-0.012,1.059
0,-0.016,1.063
-0.004,-0.016,1.059
0.004,-0.012,1.055
0.012,-0.012,1.059
0.016,-0.004,1.047
0.016,-0.008,1.051
0.02,-0.008,1.066
0.012,-0.012,1.07
0.012,-0.016,1.066
0.016,-0.016,1.055
0.012,-0.016,1.055
0.012,-0.012,1.059
0.012,-0.012,1.063
0.004,-0.016,1.059
0.004,-0.012,1.055
0.008,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.063
0,-0.012,1.063
-0.008,-0.012,1.055
0,-0.012,1.063
0,-0.008,1.063
0,-0.012,1.055
0,-0.016,1.051
0.004,-0.016,1.055
0.008,-0.016,1.063
0.012,-0.016,1.066
0.008,-0.008,1.063
0.008,-0.008,1.051
0.004,-0.008,1.043
0.012,-0.012,1.055
0.008,-0.016,1.063
0.004,-0.02,1.063
0.008,-0.016,1.051
0.008,-0.012,1.055
0.008,-0.004,1.063
0.004,-0.012,1.066
0.008,-0.02,1.063
0.008,-0.016,1.059
0.008,-0.012,1.059
0.004,-0.012,1.063
0,-0.012,1.055
0,-0.012,1.059
0.004,-0.012,1.063
0,-0.012,1.059
0.004,-0.016,1.059
0.004,-0.012,1.047
0.008,-0.004,1.051
0.008,-0.008,1.055
0.012,-0.012,1.055
0.012,-0.012,1.055
0.012,-0.016,1.059
0.008,-0.012,1.063
0.012,-0.016,1.063
0.012,-0.012,1.063
0.012,-0.012,1.066
0.012,-0.008,1.059
0.004,-0.012,0.957
0.004,-0.012,1.082
0.008,-0.012,1.164
0.012,-0.012,1.125
0.012,-0.004,1.035
0.008,-0.004,1.031
0.016,-0.012,1.039
0.012,-0.016,1.051
0.004,-0.016,1.051
0.004,-0.016,1.039
0.008,-0.016,1.047
0.008,-0.008,1.066
-0.004,-0.004,1.074
0.004,-0.012,1.07
0.008,-0.008,1.047
0.004,-0.012,1.043
0.004,-0.008,1.047
0.004,-0.004,1.063
0.004,-0.012,1.078
0.004,-0.016,1.082
0.004,-0.02,1.063
0.008,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.008,1.059
0.012,-0.004,1.047
0.004,-0.012,1.059
0.008,-0.016,1.066
0.008,-0.012,1.066
0.004,-0.016,1.063
-0.012,-0.023,1.055
-0.039,0.004,1.047
-0.004,0.008,1.055
0.074,0.012,1.074
0.078,-0.004,1.051
0.031,-0.031,1.09
-0.004,-0.055,1.031
-0.023,-0.063,1.07
-0.047,-0.039,1.035
-0.039,0.004,1.059
0.012,0.035,1.055
0.047,0.055,1.063
0.047,0.047,1.055
0.039,0.012,1.047
0.023,-0.039,1.063
-0.012,-0.078,1.066
-0.043,-0.086,1.074
-0.023,-0.063,1.07
-0.004,-0.012,1.055
0.012,0.031,1.031
0.027,0.055,1.027
0.039,0.047,1.047
0.02,0.012,1.074
-0.008,-0.023,1.09
-0.016,-0.055,1.094
-0.012,-0.07,1.082
-0.008,-0.051,1.063
0.008,-0.02,1.039
0.023,0.012,1.027
0.02,0.023,1.027
0.016,0.02,1.047
0.008,0,1.074
-0.004,-0.016,1.086
-0.016,-0.023,1.078
0,-0.023,1.07
0.012,-0.016,1.051
0.023,0,1.043
0.027,0.008,1.047
0.02,-0.004,1.051
0.004,-0.023,1.063
-0.012,-0.035,1.066
-0.016,-0.035,1.066
-0.004,-0.023,1.059
0.008,-0.004,1.055
0.02,0.02,1.047
0.027,0.02,1.047
0.02,0.008,1.051
0.008,-0.012,1.059
-0.008,-0.039,1.066
-0.016,-0.055,1.066
-0.012,-0.043,1.063
0.004,-0.02,1.055
0.02,0.004,1.055
0.027,0.023,1.047
0.027,0.023,1.055
0.016,0.004,1.059
0.004,-0.016,1.063
-0.012,-0.035,1.066
-0.016,-0.035,1.066
0.004,-0.031,1.059
0.012,-0.012,1.055
0.02,0,1.047
0.02,0.016,1.047
0.02,0.016,1.051
0.012,-0.004,1.059
0,-0.016,1.066
-0.008,-0.023,1.07
-0.004,-0.023,1.063
0.004,-0.016,1.059
0.016,-0.008,1.047
0.016,-0.008,1.047
0.016,-0.016,1.047
0.008,-0.02,1.055
0.004,-0.02,1.063
-0.004,-0.02,1.066
-0.004,-0.016,1.066
-0.004,-0.008,1.059
0.008,0,1.051
0.008,-0.004,1.051
0.012,-0.004,1.051
0.004,-0.008,1.055
0,-0.016,1.063
-0.004,-0.023,1.066
-0.012,-0.02,1.066
0,-0.016,1.059
0.008,-0.004,1.047
0.012,0.004,1.047
0.016,0.004,1.055
0.023,0.004,1.059
0.203,0.082,1.063
-0.086,-0.047,1.063
-0.102,-0.094,1.066
-0.027,-0.043,1.059
0.008,0,1.055
0.016,0.023,1.055
0.012,-0.012,1.059
0.027,-0.008,1.059
0.063,-0.012,1.066
0.086,-0.027,1.063
0.094,-0.047,1.063
0.094,-0.043,1.059
0.078,-0.043,1.07
0.063,-0.027,1.063
0.031,-0.023,1.055
0.008,-0.008,1.055
-0.008,-0.008,1.055
-0.008,-0.012,1.059
-0.008,-0.016,1.063
-0.027,-0.031,1.055
-0.012,-0.027,1.059
0.008,-0.004,1.051
0.016,0,1.051
-0.012,0.012,1.055
-0.043,0.023,1.063
-0.063,0.02,1.063
-0.078,0.012,1.063
-0.059,0.012,1.055
-0.047,-0.004,1.059
-0.027,-0.02,1.066
-0.016,-0.023,1.066
-0.008,-0.023,1.066
0.004,-0.023,1.063
0.004,-0.023,1.063
0.004,-0.023,1.063
0.004,-0.02,1.063
0.004,-0.016,1.063
0.012,-0.012,1.059
0.016,-0.008,1.063
0.016,-0.008,1.059
0.012,-0.008,1.059
0.008,-0.016,1.059
0.02,-0.035,1.059
0.051,-0.051,1.063
0.027,-0.027,1.059
0.039,-0.02,1.059
0.02,-0.047,1.051
-0.039,0,1.051
-0.051,0.055,1.063
-0.016,0.012,1.063
0.004,-0.004,1.063
0.004,-0.012,1.063
0.004,-0.016,1.059
0.008,-0.016,1.063
0.008,-0.016,1.055
0.004,-0.012,1.059
0.012,-0.004,1.059
0.008,-0.012,1.063
0,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.016,1.059
0.008,-0.012,1.055
0.012,-0.008,1.055
0.012,-0.008,1.055
0.008,-0.012,1.063
0.008,-0.02,1.055
0.008,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.012,1.063
0.012,-0.004,1.055
0.012,-0.004,1.059
0.012,-0.004,1.063
0.008,-0.008,1.063
0.008,-0.012,1.059
0.004,-0.012,1.055
0.008,-0.016,1.055
0.012,-0.016,1.059
0.016,-0.012,1.063
0.012,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.016,1.059
0.012,-0.016,1.059
0.004,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.02,1.063
0.004,-0.016,1.059
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.016,-0.008,1.063
0.016,-0.012,1.063
0.012,-0.016,1.059
0.008,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.012,1.059
0,-0.012,1.055
0.004,-0.012,1.055
0.008,-0.02,1.047
0.008,-0.016,1.031
0.008,-0.016,1.059
0.004,-0.012,1.098
0.008,-0.012,1.109
0.008,-0.016,1.078
0.004,-0.012,1.055
0,-0.008,1.051
0.004,-0.008,1.055
0.004,-0.012,1.055
0.008,-0.012,1.047
0.012,-0.012,1.047
0.008,-0.016,1.059
0.008,-0.012,1.063
0.004,-0.016,1.07
0,-0.016,1.063
0,-0.016,1.055
0.004,-0.008,1.059
0.008,-0.008,1.063
0.012,-0.012,1.063
0.008,-0.02,1.066
0.008,-0.016,1.063
0,-0.016,1.059
0.004,-0.02,1.055
0.008,-0.012,1.055
0.008,-0.008,1.059
0.008,-0.016,1.063
0.004,-0.016,1.066
0,-0.012,1.063
0.004,-0.016,1.059
0.004,-0.02,1.063
0.008,-0.016,1.055
0,-0.016,1.059
0.004,-0.012,1.063
0,-0.012,1.063
0,-0.012,1.059
0,-0.012,1.063
-0.008,-0.012,1.066
0.004,-0.012,1.07
0.008,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.016,1.055
0.012,-0.012,1.055
0.008,-0.012,1.051
0.008,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.016,1.063
0.008,-0.008,1.063
0.004,-0.012,1.059
0.004,-0.012,1.059
0,-0.012,1.059
0,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.016,1.063
0.004,-0.012,1.059
0.004,-0.016,1.059
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.008,1.063
0.008,-0.012,1.059
0.012,-0.016,1.059
0.008,-0.012,1.055
0.008,-0.008,1.059
0.008,-0.008,1.063
0.012,-0.016,1.063
0.016,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.008,1.059
0.008,-0.012,1.059
0.008,-0.016,1.063
0.004,-0.02,1.063
0.012,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.012,1.063
0,-0.016,1.059
0,-0.016,1.063
-0.004,-0.016,1.063
0,-0.02,1.063
0,-0.016,1.063
0,-0.02,1.063
0.004,-0.016,1.059
0.012,-0.012,1.063
0.012,-0.012,1.063
0,-0.012,1.063
0.008,-0.012,1.063
0,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.016,1.059
0.008,-0.012,1.063
0.004,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.012,1.066
0.008,-0.012,1.066
0,-0.012,1.063
0.004,-0.012,1.059
0,-0.008,1.059
0,-0.012,1.055
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.02,1.066
0.012,-0.016,1.059
0.016,-0.02,1.059
0.008,-0.016,1.059
0.008,-0.012,1.063
0.016,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.012,-0.012,1.066
0.012,-0.012,1.066
0.012,-0.012,1.059
0.012,-0.012,1.059
0.008,-0.016,1.059
0.012,-0.012,1.055
0.004,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.016,1.063
0.012,-0.016,1.059
0.008,-0.012,1.055
0.008,-0.012,1.059
0.008,-0.012,1.059
0.012,-0.012,1.055
0.008,-0.016,1.059
0.008,-0.012,1.059
0.004,-0.012,1.055
0.004,-0.012,1.059
0.004,-0.012,1.059
0,-0.016,1.063
0,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.012,1.063
0.012,-0.012,1.063
0.004,-0.012,1.059
0,-0.012,1.059
0,-0.012,1.063
0.004,-0.012,1.059
0,-0.016,1.063
0.008,-0.016,1.063
0.012,-0.012,1.063
0.016,-0.012,1.063
0.012,-0.02,1.063
0.004,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.004,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.012,-0.008,1.063
0.012,-0.008,1.063
0.012,-0.012,1.066
0.008,-0.02,1.066
0.004,-0.016,1.066
0,-0.016,1.063
0,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.016,1.059
0.008,-0.008,1.063
0.008,-0.008,1.059
0.008,-0.012,1.059
0.004,-0.016,1.059
0.008,-0.012,1.059
0.004,-0.008,1.063
0,-0.016,1.063
0.004,-0.012,1.055
0.008,-0.016,1.051
0.012,-0.016,1.055
0.004,-0.016,1.059
0,-0.016,1.059
0,-0.016,1.063
0,-0.016,1.063
0.004,-0.012,1.063
0.004,-0.016,1.063
0.008,-0.02,1.059
0.008,-0.012,1.059
0.012,-0.012,1.059
0.008,-0.008,1.059
0,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.008,1.059
0.004,-0.008,1.063
0.004,-0.008,1.066
0.004,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.012,1.051
0.008,-0.012,1.055
0.008,-0.012,1.059
0.008,-0.012,1.063
0.012,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.016,1.059
0.004,-0.016,1.063
0.008,-0.016,1.063
0.012,-0.012,1.059
0.004,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.016,1.055
0.008,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.016,1.059
0.008,-0.02,1.059
0.008,-0.012,1.059
0.012,-0.012,1.059
0.004,-0.012,1.063
0,-0.016,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
-0.004,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.008,1.055
0.008,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.012,-0.016,1.059
0.016,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.008,-0.016,1.063
0.008,-0.016,1.063
0.008,-0.016,1.066
0.008,-0.016,1.066
0.008,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.02,1.066
0.008,-0.016,1.063
0.008,-0.02,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0,-0.016,1.066
0.004,-0.012,1.063
0.008,-0.016,1.055
0.004,-0.012,1.055
0.004,-0.012,1.059
0,-0.016,1.059
0.004,-0.016,1.059
0.008,-0.008,1.063
0.012,-0.012,1.059
0.008,-0.008,1.059
0.012,-0.012,1.063
0.012,-0.008,1.055
0.008,-0.012,1.059
0.008,-0.012,1.051
0.012,-0.008,1.055
0.008,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.012,1.059
0.012,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.02,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.008,-0.016,1.055
0,-0.016,1.055
0,-0.016,1.059
0,-0.016,1.055
0.008,-0.012,1.055
0.004,-0.012,1.059
0.004,-0.008,1.055
0,-0.008,1.055
0.008,-0.012,1.055
0.004,-0.02,1.055
0.004,-0.016,1.055
0.004,-0.008,1.063
0,-0.008,1.059
0.008,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.004,-0.016,1.066
0.008,-0.012,1.063
0.012,-0.012,1.059
0.016,-0.008,1.063
0.012,-0.008,1.059
0.008,-0.008,1.055
0.008,-0.008,1.059
0.008,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.012,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.016,1.059
0.004,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.016,1.063
0.004,-0.016,1.059
0.004,-0.016,1.059
0.008,-0.016,1.063
0.012,-0.02,1.063
0.012,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.016,1.059
0.012,-0.016,1.059
0.012,-0.016,1.059
0.012,-0.02,1.059
0.012,-0.016,1.059
0.004,-0.004,1.063
0.008,-0.012,1.063
0.004,-0.012,1.055
0.004,-0.004,1.063
0.004,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.016,1.063
0.012,-0.012,1.059
0.016,-0.012,1.059
0.008,-0.02,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.012,1.066
0.008,-0.008,1.063
0.008,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.016,1.063
0.008,-0.016,1.063
0.004,-0.02,1.063
0.004,-0.02,1.055
0.008,-0.012,1.055
0.008,-0.016,1.059
0.012,-0.016,1.059
0.012,-0.016,1.063
0.008,-0.012,1.059
0.008,-0.012,1.055
0.012,-0.016,1.059
0.004,-0.012,1.063
0.012,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.016,1.059
0.008,-0.016,1.051
0.004,-0.012,1.059
0.004,-0.008,1.063
0.004,-0.012,1.059
0.004,-0.012,1.055
0.012,-0.012,1.051
0.008,-0.012,1.055
0.016,-0.016,1.055
0.012,-0.012,1.051
0.004,-0.008,1.051
0,-0.008,1.055
0,-0.008,1.059
0.004,-0.004,1.063
0.008,-0.008,1.063
0.012,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.016,1.059
-0.012,-0.012,1.059
0,-0.016,1.063
0.004,-0.02,1.059
0.008,-0.016,1.059
0.008,-0.016,1.059
0.008,-0.012,1.059
0.012,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.016,1.063
0.008,-0.012,1.063
0.008,-0.02,1.063
0.008,-0.016,1.063
0.012,-0.012,1.059
0.008,-0.008,1.055
0.004,-0.012,1.059
0.008,-0.016,1.055
0.008,-0.016,1.059
0.004,-0.016,1.063
0.004,-0.012,1.059
0.008,-0.008,1.059
0.008,-0.012,1.059
0.004,-0.016,1.055
0.008,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.016,1.059
0.008,-0.016,1.055
0.008,-0.016,1.059
0.004,-0.016,1.059
0.004,-0.02,1.055
0.008,-0.02,1.059
0.004,-0.016,1.059
0.008,-0.016,1.055
0.012,-0.012,1.063
0.008,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.008,1.059
0.004,-0.016,1.059
0,-0.016,1.055
0,-0.016,1.051
0,-0.012,1.063
0,-0.016,1.059
0.004,-0.016,1.055
0.012,-0.02,1.059
0.012,-0.016,1.059
0.012,-0.012,1.059
0.008,-0.008,1.059
0.004,-0.008,1.051
0.008,-0.012,1.059
0,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.055
0.004,-0.012,1.055
0.004,-0.012,1.055
0.008,-0.008,1.059
0.004,-0.012,1.059
0.004,-0.012,1.063
0.008,-0.008,1.059
0.008,-0.008,1.055
0.016,-0.008,1.059
0.012,-0.012,1.059
0.008,-0.016,1.059
0.016,-0.012,1.063
0.008,-0.012,1.059
0.012,-0.02,1.055
0.012,-0.016,1.063
0.008,-0.012,1.059
0.004,-0.012,1.059
0.004,-0.012,1.059
0.012,-0.012,1.059
0.004,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.012,1.066
0.004,-0.012,1.059
0,-0.016,1.063
0,-0.02,1.059
0.004,-0.016,1.051
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.016,1.059
0,-0.02,1.055
0.004,-0.012,1.055
0.008,-0.016,1.059
0.008,-0.02,1.059
0.008,-0.016,1.059
0.012,-0.016,1.063
0.016,-0.008,1.059
0.012,-0.012,1.059
0.008,-0.012,1.059
0.004,-0.012,1.059
0,-0.016,1.059
0.004,-0.016,1.059
0.004,-0.016,1.059
0.008,-0.012,1.063
0.004,-0.012,1.059
-0.008,-0.012,1.059
0.004,-0.016,1.063
0,-0.012,1.063
0.004,-0.008,1.059
0,-0.016,1.063
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.012,1.063
0.012,-0.008,1.059
0.012,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.055
0.008,-0.012,1.059
0.008,-0.012,1.063
0.004,-0.016,1.055
0.008,-0.016,1.055
0.012,-0.012,1.059
0.012,-0.008,1.059
0.008,-0.012,1.055
0.004,-0.012,1.055
0.004,-0.008,1.051
0.004,-0.012,1.051
0.004,-0.012,1.055
0.004,-0.016,1.059
0.004,-0.016,1.055
0.008,-0.016,1.059
0,-0.016,1.059
0.008,-0.008,1.059
0.008,-0.008,1.063
0.004,-0.012,1.063
0.008,-0.016,1.059
0.004,-0.016,1.059
0.004,-0.016,1.059
0.004,-0.012,1.063
0.008,-0.012,1.055
0.012,-0.016,1.055
0.012,-0.016,1.047
0.012,-0.012,1.059
0.008,-0.012,1.055
0,-0.012,1.059
0.008,-0.012,1.063
0.008,-0.012,1.059
0.016,-0.012,1.059
0.016,-0.004,1.059
0.012,-0.008,1.059
0.004,-0.016,1.059
0.008,-0.012,1.055
0.012,-0.008,1.059
0.008,-0.016,1.059
0.004,-0.012,1.055
-0.004,-0.008,1.055
0.004,-0.008,1.063
0,-0.008,1.063
0.008,-0.008,1.063
0.012,-0.016,1.063
0.008,-0.016,1.059
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.012,1.059
0.008,-0.016,1.063
0.008,-0.012,1.063
0.004,-0.016,1.063
0.008,-0.012,1.063
